system:index,Aspect_deg,Burned_Since_1996,Elevation_m,MTBS_Severity,Month6_NBR,Month6_NDVI,NLCD2016,Postfire_NBR,Postfire_NDVI,Prefire_NBR,Prefire_NDVI,Slope_deg,Year10_NBR,Year10_NDVI,Year1_NBR,Year1_NDVI,Year5_NBR,Year5_NDVI,Year9_NBR,Year9_NDVI,dNBR,group,lat,lon,.geo
1_3950_0,169.20213,1,1222.9489,2,-0.14683028,0.13279359,71,-0.23896997,0.1327225,-0.03686478,0.1998755,16.724276,0.12450336,0.27786583,-0.07696964,0.15343712,0.011282537,0.20400105,-0.005440771,0.22414069,0.20210518,burned,34.35885565066245,-117.51675836602237,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3951_0,287.76807,1,1470.3743,3,-0.1657269,0.122451164,71,-0.25127673,0.096801184,0.17166062,0.30876136,15.035518,0.3541255,0.4341508,0.0478428,0.23929866,0.11079373,0.26184133,0.16375104,0.30545223,0.42293736,burned,34.29744707210596,-117.52947643124223,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3952_0,16.25239,1,1394.1488,3,-0.30920658,0.17884648,71,-0.33235365,0.15066439,-0.023829645,0.28936726,2.2212539,0.072699085,0.33353138,-0.2223348,0.20680872,-0.08096426,0.233577,-0.09106126,0.2765209,0.308524,burned,34.36820962435287,-117.5000918005303,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3953_0,124.3186,1,1342.124,1,0.1212995,0.29619497,52,0.13305454,0.27760082,0.1671501,0.29376978,33.54795,0.2725729,0.40598148,0.2807932,0.38687062,0.09483327,0.2669199,0.094604835,0.2745218,0.034095563,burned,34.307502899495546,-117.54102379827421,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3954_0,193.64816,1,910.0946,2,0.04267913,0.23697412,71,-0.1993913,0.14586076,0.08654712,0.23448709,11.901284,0.112357326,0.24735297,0.02490338,0.17972395,0.0916206,0.2376234,0.04919919,0.22826166,0.2859384,burned,34.29956315101893,-117.46919120572113,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3955_0,100.33346,1,1293.3583,2,-0.2838631,0.13853633,71,-0.30427304,0.10467526,-0.020093707,0.245775,3.5052993,0.05480052,0.28553617,-0.16906805,0.15656346,-0.05756933,0.2103606,-0.04443275,0.23174307,0.28417933,burned,34.351353459882944,-117.54507401260287,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3956_0,278.2856,1,823.2495,3,-0.07387434,0.31031466,71,-0.34370673,0.13979374,0.29635298,0.5349065,7.708755,0.49865654,0.64432,0.17431998,0.39798248,0.26865932,0.44352272,0.44142166,0.61265194,0.6400597,burned,34.259192735463564,-117.46249521103957,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3957_0,27.710785,1,1088.4153,2,-0.056296203,0.17451392,71,-0.09948712,0.16246973,0.07915365,0.2650611,17.566416,0.16673443,0.31762302,0.047796767,0.23133932,0.05670747,0.24511753,0.04282161,0.26148957,0.17864077,burned,34.32647925718635,-117.43988350192775,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3958_0,63.673832,1,1430.3113,3,-0.4054735,0.16046718,21,-0.4380899,0.13757454,0.05001863,0.3475187,8.463406,0.1646428,0.39040032,-0.21187095,0.18055005,-0.02469011,0.22507302,0.08089015,0.34376845,0.48810852,burned,34.34405199873891,-117.5566230970034,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3959_0,17.293337,0,1279.3663,1,-0.19189423,0.19512452,21,-0.23735751,0.18429416,-0.084008925,0.21964164,2.0263298,-0.008324638,0.3067259,-0.07018201,0.25759965,-0.043097276,0.22618036,-0.14167407,0.24850002,0.1533486,burned,34.39317690785511,-117.49987992730235,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3960_0,194.24529,1,1088.268,2,0.010767116,0.20826505,71,-0.13810095,0.13381805,-0.0069938237,0.18392941,23.04581,0.077981584,0.24931103,0.0030425263,0.18478084,0.03699293,0.22543535,-0.020952279,0.21040766,0.13110712,burned,34.33422322259213,-117.5037044869039,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3961_0,348.40274,1,1364.0531,3,-0.16826794,0.201094,71,-0.19383733,0.20386705,0.21636374,0.4411448,22.530037,0.5059522,0.61445355,0.04583504,0.3113213,0.17979266,0.3757577,0.2504532,0.4559698,0.41020107,burned,34.300289597374885,-117.5282651576294,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3962_0,65.40141,1,1394.3942,2,-0.28036135,0.13387518,21,-0.27606705,0.102053456,-0.06884915,0.25055906,4.4929223,0.13217461,0.3449076,-0.12473755,0.20833889,-0.035114456,0.23723428,0.0058660978,0.26145703,0.20721789,burned,34.36464755935431,-117.56808637538303,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3963_0,149.18242,1,1609.1068,2,0.00830321,0.18247148,23,-0.026503364,0.16279116,0.17654385,0.31982738,2.28893,0.2612986,0.35812202,0.05572088,0.22208434,0.17299093,0.28231582,0.25491256,0.35109875,0.20304722,burned,34.30107432837114,-117.57712629753284,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3964_0,118.69131,1,1365.9781,2,-0.2671148,0.14360702,21,-0.27231935,0.11152074,-0.021313969,0.23239878,4.5958524,0.0570116,0.2718767,-0.17000315,0.15118796,-0.027231788,0.22900131,-0.017655319,0.2302626,0.25100538,burned,34.351011586995945,-117.5557438289554,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3965_0,57.833614,0,1635.669,1,0.386448,0.48391655,71,0.2617215,0.41404325,0.27690428,0.4222929,34.88467,0.38986707,0.51051825,0.29709435,0.44813263,0.30843756,0.44460028,0.35388303,0.48475727,0.015182801,burned,34.30156543885502,-117.56169891411388,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3966_0,203.50899,1,1084.9741,2,0.013505182,0.3108118,71,-0.15497284,0.16075523,0.020420514,0.25996825,16.7785,0.0937811,0.2818594,-0.0066067986,0.21482262,0.03413657,0.24459982,-0.032915056,0.2400194,0.17539334,burned,34.3164604031719,-117.44358263977382,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3967_0,50.95911,1,1033.685,2,-0.22702992,0.18150012,71,-0.32230848,0.17181377,0.038911607,0.3394267,11.074941,0.22638802,0.43984258,-0.08593376,0.19831021,0.03154691,0.26735377,0.06930269,0.35601845,0.3612201,burned,34.32595249980347,-117.46600522426267,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3968_0,318.82184,1,1817.9012,3,-0.052212935,0.2044931,22,0.021066407,0.2519495,0.28592455,0.43052194,17.441328,0.1587913,0.35164282,0.002497495,0.21798682,0.08298452,0.27175823,0.14968744,0.31365192,0.26485813,burned,34.35040171510003,-117.58921056174229,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3969_0,18.560217,1,1272.0759,2,-0.285275,0.14920074,71,-0.3256655,0.13817681,-0.107708305,0.20908177,2.0456955,3.2498364E-4,0.19493614,-0.18026629,0.19284627,-0.031715047,0.17190678,-0.045735225,0.16813405,0.21795718,burned,34.39872356716574,-117.50082636169383,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3970_0,140.88553,1,1208.1033,2,0.14153208,0.39781636,71,-0.21118821,0.17376497,-0.008890784,0.2190993,10.372955,0.030434275,0.25364125,0.031095406,0.20414345,0.023899069,0.23220533,-0.07979811,0.22564737,0.20229743,burned,34.3430193607545,-117.45017682176496,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3971_0,199.69867,1,982.29755,2,0.014001073,0.12603363,71,-0.07628557,0.12722783,0.1297443,0.23951124,35.669704,0.14837053,0.23016164,0.05614222,0.145225,0.10323243,0.20273165,0.13020448,0.2284394,0.20602988,burned,34.28775535438054,-117.48349033378896,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3972_0,48.574818,1,1192.4562,2,-0.23358198,0.094213076,71,-0.28455418,0.10061305,-0.030547196,0.20835587,5.4446282,0.14061195,0.27376443,-0.05099951,0.16863032,0.00488055,0.18504135,0.04288658,0.22859032,0.25400698,burned,34.327173224072844,-117.53322155648766,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3973_0,131.37526,0,1480.4719,1,0.24002825,0.41281632,52,0.24524571,0.30531645,0.23888503,0.35267955,22.25181,0.2359392,0.34188533,0.2696291,0.37666586,0.16190249,0.3436442,0.1751206,0.30696115,-0.006360687,burned,34.27608343174426,-117.51238352308293,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3974_0,19.399778,1,1197.0566,3,-0.102255605,0.12224878,71,-0.19516592,0.14299372,0.087080404,0.3263149,36.977783,0.26930526,0.43330577,-0.015358518,0.23169386,0.08485679,0.2906407,0.104209006,0.33241013,0.28224632,burned,34.31816575657088,-117.51406710382714,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3975_0,124.86947,1,1210.026,3,-0.12965243,0.12719807,90,-0.15458466,0.09458495,0.18668953,0.32043254,4.1033134,0.1894658,0.32532912,-0.009553021,0.17715628,0.11828436,0.2513908,0.12526502,0.28794083,0.34127417,burned,34.30592610660885,-117.52648347491939,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3976_0,11.747509,1,1175.9423,2,-0.24754514,0.1422981,71,-0.37354347,0.15629096,-0.025178391,0.30558857,4.526761,0.08762738,0.32524735,-0.10756607,0.1656425,-0.019201744,0.25746986,-0.02742365,0.25382575,0.34836507,burned,34.34685387248311,-117.53188782326266,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3977_0,277.9079,0,1266.9897,1,0.27120832,0.46717998,71,0.21518949,0.3360292,0.30068338,0.39470053,36.33274,0.4092964,0.48595873,0.30809525,0.3980921,0.25702265,0.3417526,0.35551575,0.44858724,0.08549389,burned,34.270319270312434,-117.51103360504166,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3978_0,99.79662,1,1283.2822,1,0.044860303,0.33582503,71,-0.20269227,0.14737114,0.006809008,0.24074134,8.309349,0.114202574,0.32385048,0.041169718,0.23573832,0.029035596,0.24392,-0.05036961,0.2682616,0.20950127,burned,34.355224001330406,-117.45446434572229,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3979_0,220.72311,1,1310.6072,3,-0.08344848,0.12521203,52,-0.13005292,0.14115728,0.25536674,0.38698184,33.126778,0.3529447,0.447963,0.07773868,0.22750103,0.15800524,0.2884732,0.23354584,0.36889005,0.38541964,burned,34.27186791217638,-117.51605099180257,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3980_0,57.095467,1,1225.468,3,-0.035958838,0.08838705,71,-0.11242745,0.099751934,0.20809987,0.35590857,15.461745,0.3861063,0.47256672,0.07946674,0.16893025,0.19058456,0.29229036,0.18629761,0.3261042,0.32052732,burned,34.2973993995357,-117.51860333842302,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3981_0,209.42953,1,1183.404,3,-0.04598524,0.33721167,71,-0.34029514,0.12952118,-0.030848112,0.24221267,5.1942973,0.04005153,0.24112278,-0.09689815,0.16424803,-0.031579174,0.22180304,-0.08216962,0.2231884,0.30944702,burned,34.34691265396024,-117.47002089244471,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3982_0,309.12286,1,1291.4133,2,-0.23511265,0.19080095,71,-0.32612064,0.16581556,-0.036210306,0.2561246,5.529646,0.07327872,0.3336406,-0.09954751,0.24274522,-0.047024004,0.23682258,-0.076092936,0.2450282,0.28991035,burned,34.39336142233908,-117.50886764287075,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3983_0,284.51266,1,1123.3538,2,-0.14037077,0.16285259,71,-0.16816145,0.16646655,0.029681342,0.24966314,28.841415,0.13238454,0.3002403,-0.012751296,0.18392201,0.09870306,0.25102547,-0.0022221224,0.24317975,0.19784279,burned,34.33549761135398,-117.46094724169254,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3984_0,153.37666,1,1010.584,2,0.15385975,0.44954404,71,-0.28137395,0.15100692,0.1394885,0.32764703,4.618801,0.18199061,0.39133978,0.07462133,0.21659438,0.06454087,0.27781656,0.08884784,0.3398524,0.42086244,burned,34.29155275827123,-117.49330718954029,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3985_0,314.95474,1,1080.5564,2,-0.09286369,0.1670029,71,-0.29083672,0.17677651,0.03810535,0.2891749,12.1661005,0.1254865,0.348964,-0.040589333,0.18082355,0.08414081,0.2863695,3.6362195E-4,0.2890532,0.32894206,burned,34.330180813871614,-117.44400413949954,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3986_0,267.011,1,1182.2308,1,0.06282497,0.28001118,71,-0.006043596,0.23483552,0.02317811,0.22584867,15.512864,0.17826696,0.34737983,0.10358473,0.2939394,0.060356256,0.25706705,0.0037577474,0.23521794,0.029221706,burned,34.351831977825434,-117.51765322528018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3987_0,85.258,0,1257.5115,1,-0.16236477,0.20276713,52,-0.25739232,0.15408961,-0.13482057,0.1748442,1.9159683,-0.019499572,0.25083017,-0.10321048,0.21707712,-0.049815282,0.2094992,-0.12582363,0.20397535,0.12257174,burned,34.40288808668672,-117.50538778253336,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3988_0,39.906887,1,1447.3295,3,-0.3496816,0.14527029,71,-0.38891742,0.085269034,0.11707006,0.42860776,8.373867,0.22790065,0.45270765,-0.18700254,0.21603607,-0.012192571,0.30814937,0.10011065,0.37629455,0.50598747,burned,34.3593842499791,-117.5720844744499,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3989_0,204.20215,0,1080.0087,1,0.0067052273,0.21787533,71,-0.1742831,0.14401476,0.013209131,0.19863291,1.2910385,0.0053670136,0.23300195,0.024162088,0.19325514,0.101506956,0.26231915,-0.065003835,0.20292264,0.18749222,burned,34.331647057232416,-117.45475119496261,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3990_0,132.51613,0,1280.3505,1,-0.07079478,0.31633243,71,-0.075627565,0.24548987,0.001590161,0.29925713,2.8338706,0.13978551,0.38964006,0.053620033,0.32736337,0.011433802,0.30202135,0.022782188,0.32712057,0.07721773,burned,34.35705391479291,-117.54535012928223,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3991_0,300.4359,1,1344.1724,2,-0.29450053,0.16368859,71,-0.37089863,0.12653115,-0.07717474,0.25718513,8.935011,0.07037696,0.32653174,-0.16538669,0.2139224,-0.038394123,0.24830414,-0.053397153,0.27469796,0.2937239,burned,34.38000914406968,-117.51120591649543,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3992_0,46.641342,1,1452.3004,3,-0.40198287,0.16236429,71,-0.32149297,0.14071944,0.26638338,0.46711498,35.03218,0.3238795,0.47757378,-0.13788961,0.24446619,0.064038984,0.3306346,0.18259902,0.42084426,0.5878763,burned,34.29587176511261,-117.53204732065532,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3993_0,48.174435,1,1558.1381,3,-0.08501723,0.14493403,71,-0.3896186,0.12254728,0.100074425,0.387868,10.360553,0.19267747,0.41102347,-0.1962494,0.2376771,-0.04626377,0.28616455,0.053194772,0.32826144,0.48969305,burned,34.35400722774973,-117.57200828107018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3994_0,63.53702,1,1023.60516,3,-0.1362527,0.2052372,21,-0.19141385,0.15631181,0.40699703,0.54605865,5.0863786,0.45312113,0.58535177,0.22270316,0.44226447,0.32554024,0.48824385,0.39399284,0.52372885,0.59841084,burned,34.245888597334506,-117.4819437771586,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3995_0,190.35062,1,1624.5973,3,-0.06712264,0.13586378,71,-0.10919729,0.12809733,0.21574056,0.34752768,36.7453,0.34175155,0.4056942,0.068672314,0.22809128,0.163676,0.29684722,0.24166751,0.3364329,0.32493785,burned,34.29661278290267,-117.56903035652206,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3996_0,226.46075,0,1050.8474,1,-0.07882465,0.15572633,71,-0.24946177,0.14486155,-0.034081385,0.23670271,21.312372,0.12601423,0.31478304,0.017208138,0.21543986,0.031745948,0.21628122,-0.016621951,0.23247221,0.21538039,burned,34.32653787058986,-117.46943702490437,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3997_0,281.94705,1,1135.6807,1,-0.06724561,0.23150769,71,-0.120963894,0.17273585,0.003062334,0.2252709,24.418812,0.105786934,0.27773082,0.03504312,0.23166762,0.017052019,0.21910398,-0.027944516,0.220772,0.124026224,burned,34.33338996560564,-117.50885445760622,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3998_0,319.63736,1,950.30615,3,-0.30981764,0.17451827,71,-0.39703196,0.16567199,0.4907356,0.70527613,29.017403,0.60269827,0.74305874,0.23436116,0.49712026,0.37149814,0.5618537,0.5603601,0.7014062,0.88776755,burned,34.246951081344044,-117.46296433183838,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3999_0,298.00244,1,1281.0728,2,-0.14238857,-0.035504907,71,-0.28403866,0.18783301,0.41776806,0.5510107,33.422012,0.6068831,0.7401224,0.32738316,0.447361,0.28060478,0.47472408,0.46158373,0.6578805,0.7018067,burned,34.28574678269037,-117.50760843637727,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4000_0,84.97182,0,1108.7043,1,-0.028357413,0.20896628,71,-0.16844161,0.15220273,-0.04459913,0.21099591,27.60684,0.10707018,0.28048927,-0.0056862584,0.20522581,0.044793364,0.24045324,-0.019756254,0.2249798,0.12384248,burned,34.333275901927934,-117.47362001420485,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4001_0,93.27697,1,1122.4161,2,-0.03149642,0.2177825,71,-0.16979577,0.132717,0.111390255,0.26408976,20.449268,0.1504107,0.27201077,0.04335157,0.21100545,0.09010444,0.23923273,0.054671057,0.25090757,0.281186,burned,34.30255514898554,-117.51031392372313,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4002_0,73.97553,1,1393.5221,2,0.0020887926,0.35717487,52,-0.06404469,0.2835082,0.2714841,0.4655685,31.88839,0.40773618,0.5525576,0.14249758,0.3575544,0.17700444,0.39797658,0.31790757,0.5209573,0.3355288,burned,34.279224277842076,-117.51158422668871,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4003_0,65.758965,1,1256.0986,4,-0.30320978,0.18713741,71,-0.32480085,0.13425738,0.38507563,0.589405,14.330398,0.6309019,0.73573434,0.022097373,0.32957777,0.2442058,0.46722007,0.524963,0.6445396,0.7098765,burned,34.26684559049982,-117.4881962271712,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4004_0,333.36755,1,1082.7197,2,-0.1031406,0.26350594,71,-0.24520862,0.13966168,0.32072192,0.52239877,15.077116,0.48418438,0.63521945,0.19249098,0.352191,0.27086616,0.45223615,0.33473572,0.5534283,0.56593055,burned,34.29042132796276,-117.50479183355144,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4005_0,103.48179,1,1060.2228,2,-0.018907446,0.30800292,71,-0.17708983,0.15395515,0.048327535,0.24528165,7.052729,0.09261227,0.26507193,-0.02043884,0.19688788,0.010986373,0.2439794,-0.00369811,0.24845748,0.22541735,burned,34.334562735244,-117.50103679228009,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4006_0,167.0458,1,1173.7028,2,-0.06984834,0.17446269,71,-0.07624984,0.17424627,0.055728175,0.23817833,36.291103,0.13501337,0.31152943,-0.013509137,0.19729084,0.042614937,0.22947143,0.07065078,0.26471382,0.131978,burned,34.30093899975794,-117.50598773606855,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4007_0,20.298767,1,1026.6691,3,-0.18206316,0.23527448,71,-0.3432229,0.15459596,0.23565765,0.41778913,35.069866,0.3769919,0.53982496,0.063490294,0.3064912,0.25256673,0.3947071,0.23937571,0.47003117,0.5788805,burned,34.31180000895273,-117.48998784754555,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4008_0,79.50411,1,1082.3323,3,-0.2704341,0.15350118,71,-0.34764603,0.13066286,0.067054875,0.3326784,6.48875,0.21406022,0.44513306,-0.13290809,0.18299784,0.053127408,0.3076598,0.04400495,0.32285833,0.4147009,burned,34.31213801182946,-117.50973847624725,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4009_0,172.76913,1,1148.3406,1,0.19257866,0.45409003,71,-0.0036765959,0.20096692,-0.03055955,0.24363562,7.657633,0.022465317,0.27539456,0.014525699,0.24733074,-0.03702668,0.24312112,-0.084937416,0.23649226,-0.026882952,burned,34.32781530093,-117.42038699539403,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4010_0,183.65277,1,1159.0614,2,-0.22710499,0.15223524,71,-0.32108432,0.11827957,-4.3541694E-4,0.23118982,4.4079885,0.055513866,0.24069797,-0.12784451,0.13788252,-0.079637654,0.2091057,-0.09811446,0.20502196,0.32064888,burned,34.346171929791076,-117.50841792179385,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4011_0,177.47366,1,1042.0862,3,-0.2436699,0.1383998,71,-0.20131163,0.07895866,0.24851856,0.512395,15.653767,0.591243,0.6698322,-0.028432416,0.22758892,0.3132989,0.441339,0.49019983,0.58519405,0.44983017,burned,34.261866808916885,-117.49499125633646,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4012_0,41.041477,1,764.9762,4,-0.29829267,0.26319462,71,-0.30822378,0.17114846,0.49753574,0.7051027,34.513317,0.51948744,0.70249826,0.10783711,0.41828862,0.32675263,0.55449814,0.52107686,0.6831333,0.80575955,burned,34.24538536809061,-117.45343461357453,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4013_0,264.50095,1,1189.7988,2,-0.12643974,0.25668144,71,-0.30072713,0.16419658,-0.013877264,0.27445462,5.8719215,0.08815626,0.34010333,-0.11604295,0.1933993,-0.059921645,0.2431339,-0.045009576,0.27876276,0.28684986,burned,34.342107566909604,-117.43468940310466,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4014_0,343.05652,1,1184.618,2,-0.13708155,0.24896844,71,-0.2315177,0.18229796,0.08498662,0.32743677,13.06353,0.17770734,0.3964365,-0.022188835,0.24610858,0.07677424,0.3065274,0.040261574,0.32361054,0.3165043,burned,34.32009470537743,-117.4355705872761,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4015_0,297.77393,1,781.37854,2,0.08485524,0.23163617,71,0.11884915,0.32046187,0.25327533,0.4259902,4.2768955,0.19735335,0.35463437,0.11673216,0.260414,0.2078199,0.36923543,0.21624336,0.4098622,0.13442619,burned,34.261850058726424,-117.46900752781036,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4016_0,297.50977,1,1425.0659,4,-0.2810903,0.12444852,71,-0.3813723,0.13339725,0.23209953,0.4267002,18.653942,0.37580872,0.5092182,-0.058508717,0.20727882,0.12808168,0.34109864,0.24567622,0.42481336,0.6134718,burned,34.2811310292248,-117.51105293903257,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4017_0,186.78001,1,1255.8258,2,-0.20421574,0.18139167,71,-0.2637944,0.13624297,-0.022962084,0.21354172,6.41741,0.10071582,0.2527111,-0.12234749,0.17711449,-0.048293,0.23110463,-0.026124794,0.24461052,0.2408323,burned,34.36369289054122,-117.52149952814904,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4018_0,35.283047,1,1431.3024,2,-0.19904763,0.28972894,71,-0.3205889,0.17748243,-0.008322063,0.24981685,15.015614,0.080019854,0.3230681,-0.037598632,0.2654782,-0.022490656,0.2483085,-0.014632759,0.26580137,0.31226683,burned,34.37488922419332,-117.53191952074259,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4019_0,61.92828,1,1642.7416,1,0.31085575,0.41416103,52,0.26658285,0.44865093,0.35099182,0.5195802,25.270603,0.51151466,0.6582686,0.39301604,0.5711098,0.34012404,0.53170574,0.4122859,0.57018095,0.08440898,burned,34.31664687700244,-117.57668854482509,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4020_0,215.6754,1,1198.3998,2,-0.092800036,0.21140802,71,-0.1669483,0.1638274,-0.0029571792,0.19838268,4.5153713,0.09819061,0.26586616,-0.06602471,0.17941277,-0.039135713,0.22082381,-0.0011224177,0.23683561,0.16399112,burned,34.358268764847026,-117.5238244698974,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4021_0,120.385086,1,1135.8364,2,-0.18194431,0.1292341,71,-0.24795604,0.13994575,0.015118172,0.2804681,4.411161,0.2006092,0.40112722,-0.0538141,0.2038334,0.06277818,0.26846722,0.041468464,0.29103184,0.26307422,burned,34.31197510388791,-117.5135326805932,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4022_0,113.37581,1,1279.8301,2,-0.11632031,0.19548965,21,-0.20890029,0.14258811,0.0035865165,0.17241229,8.738916,0.025471712,0.2508261,-0.024159314,0.21302778,-0.03374018,0.19821502,-0.069858074,0.2030448,0.2124868,burned,34.39404434740037,-117.50002397133584,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4023_0,185.57239,1,1100.3923,1,-0.024351994,0.28109226,71,-0.04558975,0.22583081,-0.024838423,0.23489778,3.3785768,0.110956475,0.35144693,0.10080419,0.32369557,0.008794195,0.26765728,-0.018093042,0.27918404,0.020751325,burned,34.33612676798136,-117.51326234214415,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4024_0,49.808743,1,1068.3894,2,0.023826372,0.12154218,71,-0.1285432,0.08738614,0.07473202,0.14474374,39.26849,0.08485088,0.15311186,0.014253157,0.13887765,0.038711987,0.123567335,0.045886885,0.14568116,0.20327522,burned,34.32237385403633,-117.49887982253244,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4025_0,63.21608,1,983.6307,2,-0.14355096,0.28063384,71,-0.33768556,0.13130406,0.2640783,0.5151415,9.830146,0.39903954,0.6111631,0.15138082,0.37424955,0.17963481,0.41523337,0.29022717,0.5472622,0.60176384,burned,34.283415478136284,-117.4900431201292,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4026_0,217.59192,1,1326.4711,1,-0.05405237,0.17742394,71,-0.17047375,0.12968236,-0.054475427,0.18902716,23.50377,0.0371501,0.21390583,0.018669054,0.19845705,0.0017384596,0.19103779,-0.06341096,0.17787015,0.11599832,burned,34.36978612958907,-117.52897464859656,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4027_0,351.95706,1,1150.6443,-9999,0.097066686,0.44749692,71,0.04369779,0.31183648,0.11196668,0.37097648,13.283372,0.18796234,0.4435297,0.11487448,0.35105285,0.06160512,0.329377,0.028458668,0.35322687,0.06826889,burned,34.31899400374296,-117.42511964941576,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4028_0,93.80834,1,1323.3665,-9999,-0.109684,0.25379902,71,-0.18233164,0.17661609,-0.11512279,0.23387069,7.9943423,0.20153022,0.41243044,-0.017737325,0.2654254,0.050594553,0.28038034,0.045096386,0.34976858,0.06720884,burned,34.37687728965955,-117.49173826603867,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4029_0,215.22397,0,1363.241,-9999,-0.08047264,0.19729756,52,-0.04966398,0.19903167,-0.028633837,0.19418491,13.691257,0.04035824,0.23596254,0.011268825,0.21823488,0.010368113,0.21674068,-0.059509266,0.19590265,0.021030143,burned,34.380434512291956,-117.54559911359812,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4030_0,77.47112,1,1003.8155,2,-0.113346964,0.19937427,71,-0.24476017,0.14280345,0.011422761,0.23424491,2.2108932,0.05855247,0.2593475,-0.09303329,0.15517627,-0.016656805,0.21683781,-0.012800146,0.22220622,0.25618294,burned,34.31651926756713,-117.49645042347979,"{""type"":""MultiPoint"",""coordinates"":[]}"
