system:index,Aspect_deg,Burned_Since_1996,Elevation_m,MTBS_Severity,Month6_NBR,Month6_NDVI,NLCD2016,Postfire_NBR,Postfire_NDVI,Prefire_NBR,Prefire_NDVI,Slope_deg,Year10_NBR,Year10_NDVI,Year1_NBR,Year1_NDVI,Year5_NBR,Year5_NDVI,Year9_NBR,Year9_NDVI,dNBR,group,lat,lon,.geo
1_0_0,261.84082,1,1145.9702,2,-0.15504715,0.122050576,71,-0.16288505,0.12046536,0.11347598,0.30838692,39.424847,0.21086791,0.3598152,-0.018920358,0.1999175,0.09370711,0.24949883,0.14603822,0.3469683,0.27636102,burned,34.30712250204181,-117.49584740970914,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_0,163.7758,0,1124.5913,1,0.064551294,0.24121837,71,-0.13960946,0.143141,0.017560985,0.221777,22.43858,0.09829426,0.25942498,0.063471295,0.20891504,0.10254043,0.26555693,-0.041821763,0.23150186,0.15717044,burned,34.338289298282035,-117.468141556855,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_0,236.77577,1,1188.9226,2,-0.052483935,0.31303266,71,-0.30051753,0.12762947,0.018667072,0.22812465,7.812868,0.016626533,0.23558351,-0.09706005,0.15290456,-0.021798713,0.22431156,-0.09464454,0.21327502,0.3191846,burned,34.34524154109756,-117.46801148833949,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3_0,236.26501,1,1198.7092,1,0.005844136,0.30419356,71,-0.027327275,0.23874378,-0.0033247645,0.25214958,24.792912,0.18604597,0.37402326,0.11519334,0.3273069,0.028190706,0.26993766,-0.0036878427,0.2647165,0.02400251,burned,34.3439270538016,-117.49551024170111,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4_0,100.75158,1,1029.0774,2,0.18546002,0.41990244,71,-0.22027631,0.13604562,0.06485624,0.24601483,8.177318,0.12552857,0.27270207,0.025189998,0.21458238,0.056406975,0.23890887,0.006128037,0.23507836,0.28513256,burned,34.31325924876868,-117.4999737879641,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_5_0,180.2269,1,1388.8746,3,-0.31146443,0.14069527,71,-0.3687672,0.11998513,-0.046537366,0.29166347,6.005348,0.13136414,0.35095346,-0.17218192,0.19251293,-0.035657596,0.2526345,-0.010265532,0.2752374,0.32222986,burned,34.377364355639365,-117.5742724139109,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6_0,290.49597,1,961.35144,1,0.09027764,0.40015948,71,0.103061646,0.28286296,0.15853699,0.33428216,30.970467,0.22619393,0.37696886,0.19683215,0.35593903,0.15496092,0.30938852,0.1513434,0.37734237,0.05547534,burned,34.31007837606011,-117.4616508643091,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_7_0,209.00726,1,1299.2556,1,-0.117042996,0.26161942,71,-0.12858348,0.23251355,0.004488491,0.31081587,30.824347,0.26227227,0.44808713,-6.6342135E-4,0.29957572,0.041494858,0.30930683,0.042083222,0.34534767,0.13307197,burned,34.30740378158329,-117.51924839060032,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_8_0,47.28924,1,991.7642,2,0.13526608,0.25975934,71,-0.05523278,0.104396306,0.084076196,0.16814443,30.938251,0.066630214,0.15347481,0.069764376,0.15281485,0.04874615,0.17928368,0.015730117,0.154349,0.13930897,burned,34.296579804208356,-117.47828117964094,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_9_0,123.089775,1,926.65356,3,-0.15668617,0.15847795,71,-0.22685316,0.12532645,0.27327728,0.5159909,28.036572,0.5912749,0.69173104,0.018958563,0.23908511,0.34151953,0.48120615,0.5601145,0.6596584,0.5001305,burned,34.24990763463544,-117.48062660501255,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_10_0,8.671604,1,1010.2938,2,-0.06366191,0.19674626,71,-0.2110828,0.15474609,0.030605769,0.23164874,11.864607,0.10194838,0.25803468,0.008876148,0.2001998,0.03049056,0.22942674,-0.022851711,0.2277761,0.24168858,burned,34.31899981624606,-117.45909165801454,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_11_0,175.56424,1,878.71246,2,-0.1714553,0.21298659,71,-0.3478331,0.115167685,0.101175286,0.34017006,3.9591756,0.09767661,0.29393238,-0.02032802,0.23251444,0.033000696,0.26505744,0.0097820265,0.2572292,0.4490084,burned,34.292254891025436,-117.45483046234827,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_12_0,147.91045,1,1512.7244,2,-0.07898526,0.085264385,71,-0.16815458,0.11000807,0.124558076,0.28011012,34.525555,0.27476507,0.37038243,0.03092328,0.1442342,0.15775168,0.28152475,0.11848222,0.265234,0.29271266,burned,34.31166206983363,-117.55452681629806,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_13_0,84.75081,1,1421.6008,2,-0.3547919,0.17225596,71,-0.40138867,0.12186231,-0.04086525,0.29200974,8.06395,0.07202399,0.31998086,-0.17523682,0.21168634,-0.046340834,0.24486162,-0.04277962,0.2659974,0.36052343,burned,34.368300382684026,-117.57221334996976,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_14_0,90.72703,1,1134.4778,2,-0.17508876,0.20511435,71,-0.33726346,0.1648395,0.024425395,0.28797024,21.101912,0.11054985,0.35295835,-0.062245402,0.21384488,0.06146074,0.30486307,-0.044306524,0.28939205,0.36168885,burned,34.327164628732476,-117.50833860363525,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_15_0,221.87593,1,1111.1724,2,-0.24936713,0.16703413,71,-0.3525909,0.15953039,0.02603689,0.3081932,16.27336,0.21355946,0.41441303,-0.09100352,0.1948926,0.052511934,0.27872944,0.07069807,0.31587803,0.3786278,burned,34.34037202673112,-117.50145451261729,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_16_0,135.3048,1,1359.709,3,-0.34290332,0.14726964,71,-0.36863673,0.12120168,-0.024332002,0.24735883,13.494821,0.08129544,0.3464753,-0.19971605,0.16707712,0.014012665,0.28548118,-0.025338314,0.27217922,0.3443047,burned,34.35010904830919,-117.55532355773175,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_17_0,274.01782,1,1064.0558,2,-0.058631424,0.20189276,71,-0.14731507,0.14953691,0.008535653,0.23238824,24.192612,0.0810037,0.28698215,0.007496103,0.20546328,0.06277621,0.2579168,-0.02620111,0.2301932,0.15585072,burned,34.32945014988328,-117.48705100764334,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_18_0,29.245932,1,1722.9281,4,-0.20913735,0.15265843,71,-0.24278887,0.11778176,0.43830472,0.58460563,31.58148,0.46628776,0.5905623,-0.07329366,0.22003108,0.25337493,0.44274074,0.37319607,0.5401283,0.6810936,burned,34.3026646692215,-117.57045072296292,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_19_0,275.0075,1,1150.957,2,-0.08806967,0.15206333,71,-0.23937519,0.15358852,0.01992064,0.22436234,9.219793,0.08564774,0.28806165,-0.028806806,0.17236139,0.090170234,0.27360815,-0.023425171,0.23381391,0.25929582,burned,34.32668341988539,-117.43377831584644,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20_0,107.575226,1,956.6622,3,-0.08287159,0.16422653,71,-0.20225593,0.13512671,0.22684926,0.42782888,26.920813,0.2547548,0.40832257,0.04653199,0.20893987,0.12825166,0.31303126,0.20894976,0.40051818,0.4291052,burned,34.267040054142896,-117.47368499430529,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_21_0,173.02312,1,1088.0406,2,-0.0387606,0.16835138,90,-0.09860052,0.12742615,-0.013605844,0.1437632,3.112244,-0.026388166,0.14300834,-0.041512586,0.15791695,-0.03370953,0.16910216,-0.090890706,0.14655595,0.08499468,burned,34.33270523459624,-117.51563831030448,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_22_0,168.34834,1,1430.7999,1,0.09734899,0.29826328,71,0.12664796,0.27392566,0.17513722,0.3033581,30.357876,0.321141,0.43959185,0.2854956,0.40736416,0.14566892,0.29337576,0.13899532,0.30827463,0.048489254,burned,34.3075363882679,-117.54730774286142,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_23_0,123.26371,1,1012.0397,3,-0.22108041,0.14951873,71,-0.29286468,0.15167251,0.19757082,0.44990954,35.41001,0.36357126,0.52061164,-0.025308229,0.25371408,0.13495615,0.3405217,0.2992179,0.49796653,0.49043548,burned,34.248945670775115,-117.48240680657479,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_24_0,110.24672,1,1141.1294,2,-0.30170232,0.20362313,71,-0.37718126,0.14263038,-0.06543089,0.24884732,2.6104248,0.12386374,0.35462415,-0.20693566,0.17550516,-0.08536597,0.21889631,-0.0453411,0.28249568,0.31175038,burned,34.34615437514896,-117.52434482024978,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_25_0,237.16599,1,1224.6641,2,-0.14661068,0.19440664,71,-0.19895197,0.13409373,-0.028057015,0.21146594,6.179201,0.113791235,0.28444698,-0.0769777,0.1769233,0.01219576,0.24202912,0.005689555,0.25167012,0.17089497,burned,34.36317757911903,-117.52679994729682,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_26_0,138.15794,1,1374.8396,3,-0.11474556,0.13231346,71,-0.22660093,0.10227289,0.18351379,0.33244994,4.248703,0.25817528,0.39044303,0.0065412316,0.17532745,0.16037393,0.2967548,0.13709503,0.3072455,0.41011474,burned,34.31735862517899,-117.5499629880895,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_27_0,67.01369,1,1070.1454,2,-0.19227998,0.15406701,71,-0.33795232,0.13698111,0.20330106,0.42091903,29.818338,0.30216107,0.46327087,0.017638262,0.25185454,0.15281008,0.3469296,0.13913675,0.3781135,0.5412533,burned,34.3171482694872,-117.50851820202799,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_28_0,64.44677,1,1368.6128,2,-0.112392105,0.18548866,22,-0.14347672,0.16851202,-0.057424996,0.22259243,6.0742087,0.038267273,0.26130778,-0.06768788,0.23437479,-0.020789193,0.23220506,-0.032632995,0.24647461,0.086051725,burned,34.36901250941989,-117.56753254824288,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_29_0,143.59703,1,1615.8317,3,-0.23364413,0.10163058,71,-0.27725306,0.119089454,0.04534812,0.2936128,33.506554,0.06670785,0.29538223,-0.18554935,0.14683267,-0.06879163,0.2205341,0.00970739,0.2688978,0.3226012,burned,34.35199004553043,-117.57458255233392,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_30_0,109.25628,1,1286.8503,2,-0.14522237,0.13007466,71,-0.22278586,0.11878358,0.0038983661,0.2154306,14.30782,0.08428969,0.26124564,-0.07065197,0.17440383,0.01707656,0.20660298,-0.027146181,0.20945518,0.22668423,burned,34.39060024194616,-117.49944063866809,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_31_0,84.645065,1,1041.3904,2,0.13277136,0.35498586,71,-0.20871587,0.12977366,0.14823662,0.3094353,5.507736,0.14629324,0.3298076,0.04007139,0.1910146,0.07479447,0.25662547,0.0942259,0.31125724,0.3569525,burned,34.293359840889565,-117.49947286528926,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_32_0,49.873028,1,1603.9045,2,-0.1406404,0.10710621,71,-0.22955443,0.11450596,0.23353043,0.39613605,33.89378,0.40732756,0.5196863,0.052021734,0.26881653,0.22370058,0.37326682,0.2962452,0.42885974,0.46308488,burned,34.307134068940144,-117.55587473141016,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_33_0,202.51105,1,1390.4442,2,-0.22168635,0.13822523,71,-0.31800357,0.13446632,-0.020444816,0.24253207,29.77771,0.11962403,0.30029473,-0.0884098,0.17414944,0.084163666,0.27035755,-0.055193264,0.21763979,0.29755872,burned,34.35275505098929,-117.55517504394659,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_34_0,135.32909,1,1171.9547,2,-0.07152588,0.11908654,71,-0.15197882,0.11950261,-0.0248803,0.17055269,34.70606,0.076012924,0.21725687,-0.043537155,0.12672438,0.03545151,0.19069956,3.3482074E-4,0.18111335,0.12709852,burned,34.33464604695412,-117.52831481158722,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_35_0,234.70872,1,1836.2855,-9999,0.024904205,0.22721799,71,0.012502865,0.21991755,0.058151633,0.23396614,14.873056,0.17037572,0.3159745,0.11384596,0.2962209,0.053150505,0.25058973,0.059303038,0.24839763,0.04564877,burned,34.335548248982676,-117.56827939700442,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_36_0,139.41907,1,1274.9324,2,-0.1745252,0.13343476,71,-0.17281277,0.14135163,-0.07294024,0.16469942,29.98049,0.022548875,0.21896867,-0.07774567,0.16724847,-0.0384738,0.18858887,-0.049062602,0.1915128,0.099872544,burned,34.3560533867599,-117.53782650669991,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_37_0,82.608986,1,1125.5618,3,-0.17790635,0.18977407,71,-0.35466042,0.15070821,0.19532652,0.44099396,26.459442,0.31106958,0.4939693,0.02790455,0.25034627,0.13780458,0.33782855,0.27572337,0.47007516,0.54998696,burned,34.262012465535854,-117.48288655213855,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_38_0,41.200874,0,1000.05786,1,-0.15952422,0.12375276,22,-0.24821389,0.112284735,-0.008095245,0.19917555,2.487277,0.077547655,0.22475876,-0.023889696,0.16038457,5.0317677E-4,0.18585545,0.0025390384,0.20813254,0.24011865,burned,34.321515560721544,-117.4897510074722,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_39_0,56.828777,1,1665.8015,3,-0.20122316,0.15105008,71,-0.27045366,0.13397291,0.13726301,0.36318976,36.46614,0.20376334,0.38866994,-0.16980602,0.14136878,0.009383745,0.2468936,0.09079759,0.29064,0.40771666,burned,34.36159289890962,-117.58475994218085,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_40_0,184.7338,1,1163.0758,2,0.0013890947,0.26612103,71,-0.18861032,0.155249,6.63106E-4,0.24237344,7.0154414,0.07650949,0.26230824,-0.045366086,0.19446094,-0.012365879,0.21615104,-0.035001185,0.23369746,0.18927343,burned,34.34121801394028,-117.44656486970729,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_41_0,260.88367,1,1088.3041,2,-0.055081252,0.24265704,71,-0.24367522,0.1568598,0.03496632,0.29635307,21.34686,0.08952087,0.31824735,0.010588718,0.20789035,0.13847516,0.3113766,-0.057448175,0.26378953,0.27864152,burned,34.33430878645627,-117.47019244975854,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_42_0,288.5852,1,1871.0713,3,0.06510727,0.21041004,71,0.01977349,0.18417715,0.33515063,0.38332424,31.829636,0.511965,0.55638725,0.14837305,0.25682512,0.3310558,0.36869723,0.3926677,0.4229913,0.31537712,burned,34.313106598488964,-117.5777834581796,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_43_0,128.00545,1,1096.0276,2,-0.06271152,0.23665306,71,-0.20877194,0.13979578,-0.00294524,0.20619188,23.477707,0.05428653,0.25980666,-0.029409552,0.18619962,0.06684093,0.2373601,-0.046231285,0.23260197,0.2058267,burned,34.33404470931564,-117.47143412705277,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_44_0,156.26161,1,948.6109,2,0.048519194,0.2459172,71,-0.1637819,0.14236733,0.068420574,0.25757346,22.281599,0.09037262,0.2570129,0.03040823,0.17387351,0.073987,0.23994865,0.0073340037,0.24786524,0.23220247,burned,34.29475935010368,-117.4755902434784,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_45_0,184.64775,0,1103.3959,1,-0.005050259,0.20809849,71,-0.18052407,0.14764038,0.011771438,0.22769256,14.673634,0.096572265,0.27800217,0.045743752,0.21160124,0.13208209,0.2794213,-0.032430414,0.2407036,0.1922955,burned,34.33555097606552,-117.46694611558034,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_46_0,160.34595,1,977.28204,2,-0.0841927,0.34323895,71,-0.2893219,0.13495323,0.0724158,0.30974463,3.6390355,0.10592747,0.34332675,-0.052275423,0.22123271,-0.016918566,0.24544348,0.0079652425,0.29746854,0.3617377,burned,34.31698729167659,-117.48177057173052,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_47_0,123.27645,1,1249.8418,1,-0.018007534,0.26376173,21,-0.1297778,0.19105081,0.0076779895,0.22669706,5.1188416,0.11049907,0.32993796,0.080837205,0.27655646,0.010211563,0.24125765,-0.03367954,0.26996002,0.13745579,burned,34.36193991545437,-117.44878264092094,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_48_0,176.0979,1,1201.2905,2,-0.07487516,0.18691342,71,-0.26175255,0.15886322,-0.022224432,0.24405003,6.1406755,0.079758264,0.3340918,-0.05592511,0.18127054,0.058781922,0.28513438,-0.025914874,0.26340953,0.23952812,burned,34.32186406678735,-117.42433260524837,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_49_0,274.11868,1,993.6218,2,-0.035255857,0.27989078,71,-0.21160702,0.14522018,0.03655585,0.2696772,21.198648,0.13111836,0.32106987,0.050504092,0.23901278,0.09869533,0.2857588,0.009123842,0.28716236,0.24816287,burned,34.317670237521675,-117.47441671407343,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_50_0,104.10143,1,1054.2198,1,0.06746851,0.25428322,71,-0.26573235,0.14968452,0.021379089,0.25544202,17.349743,0.11239948,0.2821393,0.07643954,0.22687154,0.100616045,0.24850339,0.001245986,0.26582032,0.28711143,burned,34.32916693962211,-117.4608382037023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_51_0,59.0793,1,1371.8376,2,-0.2417707,0.23346397,71,-0.3352011,0.16087395,-0.03109903,0.2975552,4.2990117,0.07687076,0.36152992,-0.06507809,0.28960893,-0.049522847,0.23689093,-0.101652525,0.27596247,0.3041021,burned,34.36730926615182,-117.50630927473571,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_52_0,242.25952,1,1073.7771,2,-0.08314037,0.2788435,71,-0.32046688,0.14593066,0.14824548,0.35650387,5.673144,0.27349544,0.46049395,0.051587284,0.26041657,0.10724378,0.32723436,0.14381815,0.3987255,0.46871236,burned,34.335285491656,-117.49426778571402,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_53_0,292.07376,1,1364.4141,2,-0.14768203,0.1956704,71,-0.21705198,0.16386764,-0.019579077,0.23527253,31.868145,0.120487295,0.2975717,-0.07980051,0.18413706,-0.005271501,0.22124875,-0.04894661,0.24372262,0.1974729,burned,34.36676039393831,-117.51386615313092,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_54_0,211.46927,1,1169.2073,3,-0.29697353,0.1597155,71,-0.43587846,0.15428503,-0.039082218,0.2958872,4.670606,0.10492939,0.2908614,-0.15928648,0.1389084,-0.048908934,0.23549797,-0.08685517,0.24220827,0.39679623,burned,34.34750736282706,-117.50991907579267,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_55_0,223.10648,1,929.70013,2,-0.095524296,0.27255937,21,-0.303582,0.15142788,0.1498213,0.37248603,8.996949,0.14769906,0.340399,-0.023447042,0.22777048,0.078306206,0.26698977,0.05557804,0.34526306,0.4534033,burned,34.30875567675707,-117.46812685511547,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_56_0,206.41055,1,1347.8037,1,0.06172289,0.33995605,71,0.0076586204,0.27943483,0.06480462,0.32106894,33.63299,0.31508613,0.4728546,0.15031171,0.37808517,0.1305751,0.34852195,0.15162003,0.38551,0.057145998,burned,34.30896161088042,-117.5223664226239,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_57_0,13.637125,1,1095.4713,4,-0.26559627,0.20778622,71,-0.2956501,0.13013807,0.38064677,0.55943424,31.027864,0.20622805,0.45116523,0.025713352,0.2682638,0.11900555,0.3575082,0.20398599,0.45841223,0.67629683,burned,34.269115503423464,-117.4783098371146,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_58_0,9.470125,1,932.0266,3,-0.071078956,0.21715502,71,-0.22127703,0.1667603,0.11976281,0.2995733,11.245481,0.13406514,0.32243228,-7.218462E-4,0.2112574,0.07090627,0.27774867,0.044023868,0.27999708,0.34103984,burned,34.29633700268759,-117.46926556002366,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_59_0,41.70399,0,1425.5895,1,0.08132483,0.38860708,71,0.054817274,0.329251,0.11082832,0.35528788,20.276886,0.41294414,0.5519326,0.22541675,0.4115427,0.08751215,0.3309368,0.14283535,0.40027598,0.05601104,burned,34.309441462638844,-117.54358191394552,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_60_0,71.78218,1,917.2388,3,-0.30367532,0.21219447,71,-0.35772663,0.13031399,0.21909967,0.49930748,17.472761,0.2744222,0.4898315,0.032837164,0.32040882,0.07792995,0.2855239,0.21755661,0.46840087,0.57682633,burned,34.25500065874835,-117.47282844488933,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_61_0,76.07712,1,1319.6118,2,-0.1514405,0.2445751,71,-0.37109262,0.14133288,0.19748907,0.43967918,17.70702,0.25809267,0.45320505,0.057788234,0.26528478,0.057696633,0.32007888,0.18154652,0.4123995,0.5685817,burned,34.27190383725036,-117.50269659293177,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_62_0,207.74702,1,1558.2384,1,0.044325687,0.30074787,52,0.041551933,0.27002507,0.07980575,0.29400036,17.880585,0.20038694,0.40244216,0.16047022,0.33847553,0.054465394,0.2688325,0.070689484,0.29781458,0.038253818,burned,34.32889393514864,-117.57151336644114,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_63_0,59.852375,1,1482.2761,4,-0.37502792,0.17268153,71,-0.38916466,0.14344046,0.16288573,0.42806658,16.308876,0.17419124,0.42046985,-0.24226868,0.21154007,-0.036644503,0.25478396,0.059109323,0.34092727,0.55205035,burned,34.33473630214262,-117.5550947226032,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_64_0,308.762,1,1140.6362,1,0.008100368,0.35127133,71,-0.022943838,0.2872359,-0.0102119865,0.2770374,2.8147087,0.20963739,0.45220652,0.14022653,0.38599563,0.018958112,0.30092594,-0.0065806867,0.30569106,0.012731851,burned,34.34445531491473,-117.51667865485928,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_65_0,84.77978,1,881.1849,2,-0.11144791,0.16056527,71,-0.2666146,0.156648,0.10378723,0.32777554,17.744478,0.19631569,0.40072155,0.038093172,0.20846367,0.11688407,0.31068847,0.09795349,0.34648496,0.37040183,burned,34.27947544094723,-117.465577561576,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_66_0,98.97631,1,1277.3234,2,-0.24381906,0.147041,71,-0.3537224,0.124605216,0.14520499,0.41221958,12.548942,0.32954282,0.4848048,-0.0028568108,0.22486861,0.13733941,0.3201419,0.08982814,0.33006638,0.49892738,burned,34.2989577905663,-117.52267349874703,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_67_0,285.06137,0,1025.6637,1,0.09688758,0.3222266,71,-0.2581189,0.13614433,-0.011161309,0.21889935,16.952919,0.06113917,0.23478658,0.028914837,0.21074308,0.0113925245,0.21898,-0.058345687,0.21665646,0.24695759,burned,34.31483137453227,-117.45072889744421,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_68_0,168.07268,1,1144.9008,2,-0.06627363,0.3043908,71,-0.054422963,0.20817992,0.0011826736,0.21706194,1.8177729,0.015567579,0.20087323,-0.07019024,0.20308094,-0.043813527,0.2053887,-0.10027343,0.19067208,0.055605635,burned,34.34773302920193,-117.52183105334656,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_69_0,8.29851,1,1461.545,3,0.1915793,-0.014612319,71,-0.17673358,0.13793035,0.15900959,0.36627805,32.849422,0.25557435,0.3870073,-0.064642034,0.1644458,0.091965884,0.25198114,0.15390652,0.3153633,0.3357432,burned,34.347386660586075,-117.56310138538291,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_70_0,170.20865,1,1125.0292,2,0.0028158498,0.24952433,71,-0.21111828,0.15117274,0.0137376515,0.24496791,18.800076,0.08005968,0.32424048,-0.009891311,0.1931484,0.098697476,0.29407373,-0.051813986,0.25022072,0.22485593,burned,34.337513102536846,-117.48591278647731,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_71_0,171.01526,1,1477.8042,1,0.113083325,0.34113953,21,0.093292214,0.29137927,0.2185106,0.33307886,24.310837,0.20015742,0.30673596,0.1733002,0.32483077,0.14142893,0.30660674,0.13300787,0.25714713,0.12521839,burned,34.28056853387844,-117.52032619541494,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_72_0,85.61868,1,1123.6956,2,-0.032837957,0.20902142,71,-0.22578232,0.16143511,0.0044110767,0.25628263,20.489752,0.08542234,0.32636496,-0.018167976,0.20489727,0.10133718,0.28481638,-0.04888129,0.25315383,0.2301934,burned,34.33411716795782,-117.45904011777303,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_73_0,184.98688,1,1250.3583,2,-0.15401387,0.1786483,71,-0.23099938,0.13102171,0.0056099193,0.2112258,6.7959433,0.14630306,0.27971503,-0.046331845,0.19635464,0.02568389,0.24929178,0.03288502,0.25912032,0.2366093,burned,34.36274966156585,-117.52052501374942,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_74_0,119.832085,1,1179.8586,1,-0.061104678,0.27264392,52,-0.081782535,0.19930722,-0.025204796,0.21914238,3.4364197,0.07982885,0.29105073,-0.005239984,0.25473714,-0.048107915,0.22643791,-0.04851389,0.22529924,0.05657774,burned,34.352936616370044,-117.52653181365723,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_75_0,79.28426,0,1157.3479,1,0.012648118,0.10688065,52,-0.10387049,0.081385635,-0.014493833,0.11709353,4.693327,0.06091231,0.15256801,0.017285539,0.12942117,0.031758387,0.15638752,0.0057413997,0.122094974,0.08937666,burned,34.325975214496545,-117.42759789152481,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_76_0,282.35574,1,1068.33,2,-0.1054717,0.21365081,71,-0.27613512,0.17212284,0.023094436,0.30089968,20.36039,0.08780751,0.34462643,-0.026917025,0.2146039,0.15488648,0.35073432,-0.042415578,0.28785217,0.29922956,burned,34.328413947106704,-117.45749378038778,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_77_0,55.43396,1,1418.6941,3,-0.40665272,0.16122636,71,-0.43789655,0.13953725,0.035310302,0.33483115,7.5989137,0.16083696,0.3885207,-0.20978847,0.17302807,-0.040772483,0.21874295,0.059676465,0.33571777,0.47320685,burned,34.34432642625011,-117.55567438554603,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_78_0,56.639828,1,1328.3757,3,-0.2852858,0.18407063,71,-0.30370018,0.17001495,0.1089689,0.34954306,36.929432,0.08669951,0.30551347,-0.17473473,0.16798803,0.0029368887,0.22547491,-0.009680223,0.28723553,0.41266906,burned,34.33401038122657,-117.54358402186541,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_79_0,21.337622,0,1434.2539,1,-0.14301865,0.15572655,71,-0.16364816,0.17201592,-0.078748725,0.20674253,6.5964518,0.11930259,0.3084112,-0.05312942,0.22821605,-0.031662703,0.22951901,-0.05532665,0.22388981,0.08489944,burned,34.37286990840717,-117.52005168554372,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_80_0,36.697544,1,1168.5271,2,-0.112766005,0.14598806,71,-0.17940694,0.13897994,0.09061636,0.29101127,41.25656,0.19438125,0.35254642,-0.048550747,0.18397655,0.054712523,0.23514363,0.05515688,0.26251668,0.2700233,burned,34.31830163796635,-117.51401573854494,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_81_0,65.95555,1,1165.2686,3,-0.34676534,0.13180888,71,-0.37178874,0.110616334,0.046262037,0.35555884,5.8499885,0.29683506,0.4834666,-0.15518646,0.12535806,0.02837598,0.26197606,0.08530354,0.33319998,0.41805077,burned,34.327760754382936,-117.5305253991346,"{""type"":""MultiPoint"",""coordinates"":[]}"
